,latlon,count,lon,lat
9523,"('-118.400356', '34.07362')",1,-118.400356,34.07362
9524,"('-92.9683333', '45.8261111')",2,-92.9683333,45.8261111
9525,"('-84.8', '34.165')",4,-84.8,34.165
9526,"('-87.125', '39.5236111')",7,-87.125,39.5236111
9527,"('-77.8041667', '43.1863889')",3,-77.8041667,43.1863889
9528,"('-81.0758333', '35.7072222')",1,-81.0758333,35.7072222
9529,"('-111.88', '40.8894444')",7,-111.88,40.8894444
9530,"('-104.7002778', '38.6822222')",9,-104.7002778,38.6822222
9531,"('-81.2375', '34.1241667')",2,-81.2375,34.1241667
9532,"('-78.638359', '41.725618')",1,-78.638359,41.725618
9533,"('-93.2691667', '41.3858333')",1,-93.2691667,41.3858333
9534,"('-95.4033333', '30.8527778')",1,-95.4033333,30.8527778
9535,"('-118.3955556', '34.1486111')",16,-118.3955556,34.1486111
9536,"('-115.2233333', '37.5969444')",2,-115.2233333,37.5969444
9537,"('-82.3647222', '41.4219444')",2,-82.3647222,41.4219444
9538,"('-122.1286111', '37.835')",2,-122.1286111,37.835
9539,"('-93.9575', '46.4822222')",1,-93.9575,46.4822222
9540,"('-83.925', '35.175')",1,-83.925,35.175
9541,"('-116.4372222', '44.73')",1,-116.4372222,44.73
9542,"('-86.0186111', '42.8125')",4,-86.0186111,42.8125
9543,"('-84.189512', '39.62892')",1,-84.189512,39.62892
9544,"('-84.6602778', '45.1427778')",1,-84.6602778,45.1427778
9545,"('-84.7130556', '33.0286111')",2,-84.7130556,33.0286111
9546,"('-81.7622222', '36.8813889')",3,-81.7622222,36.8813889
9547,"('-75.0825', '40.2961111')",3,-75.0825,40.2961111
9548,"('-82.582393', '40.678669')",1,-82.582393,40.678669
9549,"('-117.735685', '40.972958')",1,-117.735685,40.972958
9550,"('-122.625843', '48.550655')",1,-122.625843,48.550655
9551,"('-93.18887', '31.874997')",1,-93.18887,31.874997
9552,"('-74.0347222', '40.4077778')",3,-74.0347222,40.4077778
9553,"('-112.204047', '33.800592')",1,-112.204047,33.800592
9554,"('-72.4855556', '41.0105556')",3,-72.4855556,41.0105556
9555,"('-122.4333333', '47.1041667')",15,-122.4333333,47.1041667
9556,"('-89.0502778', '41.0525')",1,-89.0502778,41.0525
9557,"('-81.518766', '28.545193')",1,-81.518766,28.545193
9558,"('-81.685', '35.7452778')",17,-81.685,35.7452778
9559,"('-91.4983333', '44.8113889')",15,-91.4983333,44.8113889
9560,"('-75.6347222', '39.2905556')",1,-75.6347222,39.2905556
9561,"('-112.1236111', '42.4286111')",1,-112.1236111,42.4286111
9562,"('-76.4294444', '42.9469444')",3,-76.4294444,42.9469444
9563,"('-81.722909', '41.404774')",1,-81.722909,41.404774
9564,"('-87.0722222', '31.105')",1,-87.0722222,31.105
9565,"('-73.9644444', '42.5758333')",2,-73.9644444,42.5758333
9566,"('-77.9425', '43.0852778')",4,-77.9425,43.0852778
9567,"('-90.0555556', '36.2361111')",2,-90.0555556,36.2361111
9568,"('-85.9669444', '39.6555556')",1,-85.9669444,39.6555556
9569,"('-83.67435', '34.683983')",1,-83.67435,34.683983
9570,"('-118.1958333', '34.47')",6,-118.1958333,34.47
9571,"('-73.8591667', '41.0761111')",2,-73.8591667,41.0761111
9572,"('-122.6913889', '45.2630556')",10,-122.6913889,45.2630556
9573,"('-117.25933', '33.614098')",1,-117.25933,33.614098
9574,"('-76.1125', '40.4333333')",2,-76.1125,40.4333333
9575,"('-98.8105556', '28.4652778')",1,-98.8105556,28.4652778
9576,"('-84.22077', '39.315059')",2,-84.22077,39.315059
9577,"('-81.8513889', '28.5577778')",1,-81.8513889,28.5577778
9578,"('-77.6141667', '38.7955556')",11,-77.6141667,38.7955556
9579,"('-72.0788889', '41.35')",9,-72.0788889,41.35
9580,"('-95.9877778', '34.2986111')",1,-95.9877778,34.2986111
9581,"('-80.67', '32.4313889')",6,-80.67,32.4313889
9582,"('-85.8344444', '41.5822222')",10,-85.8344444,41.5822222
9583,"('-101.208034', '36.860016')",1,-101.208034,36.860016
9584,"('-103.4177778', '43.8955556')",2,-103.4177778,43.8955556
9585,"('-71.0541667', '42.4083333')",1,-71.0541667,42.4083333
9586,"('-100.8530556', '43.2327778')",2,-100.8530556,43.2327778
9587,"('-93.7652778', '41.0338889')",2,-93.7652778,41.0338889
9588,"('-83.2733333', '42.3369444')",9,-83.2733333,42.3369444
9589,"('-87.8605556', '42.9105556')",5,-87.8605556,42.9105556
9590,"('-77.4758333', '43.1302778')",3,-77.4758333,43.1302778
9591,"('-81.0280556', '35.0241667')",2,-81.0280556,35.0241667
9592,"('-110.0972222', '31.4383333')",1,-110.0972222,31.4383333
9593,"('-80.115278', '26.275595')",1,-80.115278,26.275595
9594,"('-74.835721', '40.719545')",1,-74.835721,40.719545
9595,"('-122.34', '48.62')",1,-122.34,48.62
9596,"('-97.97', '33.2002778')",1,-97.97,33.2002778
9597,"('-71.1716667', '41.51')",2,-71.1716667,41.51
9598,"('-88.4527778', '46.7566667')",3,-88.4527778,46.7566667
9599,"('-75.7683333', '42.4983333')",1,-75.7683333,42.4983333
9600,"('-74.8241667', '39.0825')",3,-74.8241667,39.0825
9601,"('78.96288', '20.593684')",1,78.96288,20.593684
9602,"('-117.2722222', '33.685')",6,-117.2722222,33.685
9603,"('-79.6413889', '39.6586111')",1,-79.6413889,39.6586111
9604,"('-81.207816', '35.463703')",1,-81.207816,35.463703
9605,"('-80.0163889', '38.1886111')",1,-80.0163889,38.1886111
9606,"('-69.9002778', '44.855')",1,-69.9002778,44.855
9607,"('-82.8719444', '32.5480556')",5,-82.8719444,32.5480556
9608,"('-116.9208333', '47.16')",1,-116.9208333,47.16
9609,"('-77.3666667', '35.6125')",12,-77.3666667,35.6125
9610,"('-83.0458333', '42.3313889')",49,-83.0458333,42.3313889
9611,"('-94.4188889', '39.2461111')",7,-94.4188889,39.2461111
9612,"('-93.9216667', '41.8569444')",2,-93.9216667,41.8569444
9613,"('-78.525024', '40.975614')",1,-78.525024,40.975614
9614,"('-81.8936111', '38.5330556')",1,-81.8936111,38.5330556
9615,"('-92.4411111', '34.6294444')",1,-92.4411111,34.6294444
9616,"('-123.9338889', '45.7186111')",5,-123.9338889,45.7186111
9617,"('-84.5641667', '38.4966667')",2,-84.5641667,38.4966667
9618,"('-95.8488889', '31.5847222')",2,-95.8488889,31.5847222
9619,"('-87.7844444', '41.885')",3,-87.7844444,41.885
9620,"('-71.1288889', '44.0536111')",5,-71.1288889,44.0536111
9621,"('-75.8336111', '39.6066667')",12,-75.8336111,39.6066667
9622,"('-76.4325', '39.3836111')",2,-76.4325,39.3836111
9623,"('-122.7569444', '48.0319444')",1,-122.7569444,48.0319444
9624,"('-86.7508333', '34.8555556')",2,-86.7508333,34.8555556
9625,"('-120.1722222', '41.5291667')",3,-120.1722222,41.5291667
9626,"('-87.742673', '41.541447')",1,-87.742673,41.541447
9627,"('-120.9861111', '38.6688889')",4,-120.9861111,38.6688889
9628,"('-73.7913889', '42.2527778')",4,-73.7913889,42.2527778
9629,"('-118.6055556', '34.4408333')",1,-118.6055556,34.4408333
9630,"('-83.6897222', '32.63')",3,-83.6897222,32.63
9631,"('-85.798695', '42.118831')",1,-85.798695,42.118831
9632,"('-122.4969444', '47.7988889')",10,-122.4969444,47.7988889
9633,"('-87.9530556', '42.2830556')",5,-87.9530556,42.2830556
9634,"('-88.095278', '45.423889')",1,-88.095278,45.423889
9635,"('-122.71402', '45.467841')",1,-122.71402,45.467841
9636,"('-120.2516667', '36.6488889')",1,-120.2516667,36.6488889
9637,"('-75.1302778', '40.31')",19,-75.1302778,40.31
9638,"('-122.0758333', '48.9244444')",3,-122.0758333,48.9244444
9639,"('-122.4877778', '42.7511111')",3,-122.4877778,42.7511111
9640,"('-120.5897222', '35.1186111')",11,-120.5897222,35.1186111
9641,"('-83.2786111', '30.8325')",14,-83.2786111,30.8325
9642,"('-80.5777778', '40.3247222')",1,-80.5777778,40.3247222
9643,"('-107.961517', '36.060737')",2,-107.961517,36.060737
9644,"('-90.13', '42.9602778')",1,-90.13,42.9602778
9645,"('-71.7483333', '44.2269444')",1,-71.7483333,44.2269444
9646,"('-93.2955556', '33.3513889')",1,-93.2955556,33.3513889
9647,"('-76.8969444', '38.9338889')",6,-76.8969444,38.9338889
9648,"('-86.1180556', '39.9783333')",12,-86.1180556,39.9783333
9649,"('-77.7041667', '35.1452778')",1,-77.7041667,35.1452778
9650,"('-121.0838889', '37.7058333')",3,-121.0838889,37.7058333
9651,"('-94.6038889', '47.3794444')",4,-94.6038889,47.3794444
9652,"('-79.9122222', '40.4058333')",2,-79.9122222,40.4058333
9653,"('-113.103304', '39.70939')",1,-113.103304,39.70939
9654,"('-82.2133333', '38.4247222')",1,-82.2133333,38.4247222
9655,"('-112.27213', '33.054869')",1,-112.27213,33.054869
9656,"('-74.1727778', '40.2875')",3,-74.1727778,40.2875
9657,"('-95.4091667', '32.5155556')",3,-95.4091667,32.5155556
9658,"('-112.0091667', '34.7391667')",17,-112.0091667,34.7391667
9659,"('-97.4669444', '37.7791667')",2,-97.4669444,37.7791667
9660,"('-88.2363889', '42.4436111')",1,-88.2363889,42.4436111
9661,"('-72.4513889', '41.4030556')",1,-72.4513889,41.4030556
9662,"('-89.9694444', '35.705')",2,-89.9694444,35.705
9663,"('-123.6469444', '42.1630556')",1,-123.6469444,42.1630556
9664,"('-74.3152778', '40.7958333')",2,-74.3152778,40.7958333
9665,"('-119.004696', '47.941709')",1,-119.004696,47.941709
9666,"('-92.3741667', '44.9666667')",3,-92.3741667,44.9666667
9667,"('-113.2038889', '34.5811111')",2,-113.2038889,34.5811111
9668,"('-81.6075', '31.88')",1,-81.6075,31.88
9669,"('-84.7419444', '33.1433333')",1,-84.7419444,33.1433333
9670,"('-87.4222222', '39.5286111')",2,-87.4222222,39.5286111
9671,"('-122.1419444', '37.4419444')",20,-122.1419444,37.4419444
9672,"('-74.4961111', '39.4283333')",1,-74.4961111,39.4283333
9673,"('-96.0422222', '41.2052778')",2,-96.0422222,41.2052778
9674,"('-83.2466667', '42.0708333')",2,-83.2466667,42.0708333
9675,"('-116.4191667', '43.4919444')",4,-116.4191667,43.4919444
9676,"('-78.96573', '43.021628')",6,-78.96573,43.021628
9677,"('-111.880706', '33.671472')",1,-111.880706,33.671472
9678,"('-81.1994444', '37.4208333')",1,-81.1994444,37.4208333
9679,"('-94.8188889', '38.8813889')",34,-94.8188889,38.8813889
9680,"('-89.9497222', '29.9327778')",1,-89.9497222,29.9327778
9681,"('-93.5183333', '36.0505556')",2,-93.5183333,36.0505556
9682,"('-116.865122', '33.442702')",1,-116.865122,33.442702
9683,"('-82.1958333', '34.6888889')",2,-82.1958333,34.6888889
9684,"('-82.6830556', '38.5366667')",7,-82.6830556,38.5366667
9685,"('-78.898619', '35.994033')",1,-78.898619,35.994033
9686,"('-95.8705556', '46.2852778')",1,-95.8705556,46.2852778
9687,"('-79.4297222', '35.1313889')",1,-79.4297222,35.1313889
9688,"('-89.2277778', '41.6430556')",1,-89.2277778,41.6430556
9689,"('-82.5311111', '42.6183333')",6,-82.5311111,42.6183333
9690,"('-103.5086111', '44.4097222')",2,-103.5086111,44.4097222
9691,"('-76.6930556', '39.3325')",2,-76.6930556,39.3325
9692,"('-112.330833', '38.967778')",1,-112.330833,38.967778
9693,"('-80.6694444', '35.0766667')",5,-80.6694444,35.0766667
9694,"('-121.015', '39.2616667')",6,-121.015,39.2616667
9695,"('-123.1752778', '45.2944444')",3,-123.1752778,45.2944444
9696,"('-84.6133333', '39.1569444')",1,-84.6133333,39.1569444
9697,"('-121.874679', '37.662431')",1,-121.874679,37.662431
9698,"('-75.6080556', '41.4713889')",4,-75.6080556,41.4713889
9699,"('-97.9447222', '30.3083333')",1,-97.9447222,30.3083333
9700,"('-117.596775', '33.654533')",1,-117.596775,33.654533
9701,"('-88.7205556', '35.49')",1,-88.7205556,35.49
9702,"('-80.006519', '40.320081')",1,-80.006519,40.320081
9703,"('-105.0072222', '37.505')",4,-105.0072222,37.505
9704,"('-74.4375', '40.209444')",2,-74.4375,40.209444
9705,"('-69.410048', '44.910061')",1,-69.410048,44.910061
9706,"('-97.425', '35.8788889')",1,-97.425,35.8788889
9707,"('-75.1013889', '39.2702778')",1,-75.1013889,39.2702778
9708,"('-80.4708333', '27.8161111')",8,-80.4708333,27.8161111
9709,"('-85.050908', '32.507757')",1,-85.050908,32.507757
9710,"('-152.4072222', '57.79')",4,-152.4072222,57.79
9711,"('-81.860682', '41.218574')",1,-81.860682,41.218574
9712,"('-91.0216667', '31.1972222')",1,-91.0216667,31.1972222
9713,"('-77.448081', '38.951624')",1,-77.448081,38.951624
9714,"('-81.69', '30.7997222')",5,-81.69,30.7997222
9715,"('-84.563043', '33.969591')",1,-84.563043,33.969591
9716,"('-78.5686111', '33.8905556')",5,-78.5686111,33.8905556
9717,"('-118.5358333', '34.2283333')",10,-118.5358333,34.2283333
9718,"('-70.9444444', '42.9269444')",4,-70.9444444,42.9269444
9719,"('-71.8547222', '42.7480556')",2,-71.8547222,42.7480556
9720,"('-149.4422222', '60.1041667')",6,-149.4422222,60.1041667
9721,"('-95.2661111', '34.0186111')",1,-95.2661111,34.0186111
9722,"('-80.1388889', '26.8230556')",10,-80.1388889,26.8230556
9723,"('-112.871329', '32.428363')",1,-112.871329,32.428363
9724,"('-101.6825', '33.6663889')",1,-101.6825,33.6663889
9725,"('-83.7269444', '40.8997222')",1,-83.7269444,40.8997222
9726,"('-109.5375', '35.1241667')",1,-109.5375,35.1241667
9727,"('-74.4875', '41.2366667')",1,-74.4875,41.2366667
9728,"('-88.333446', '47.250203')",1,-88.333446,47.250203
9729,"('-77.3516667', '39.3258333')",2,-77.3516667,39.3258333
9730,"('-101.0519444', '39.3958333')",6,-101.0519444,39.3958333
9731,"('-75.9197222', '39.9586111')",2,-75.9197222,39.9586111
9732,"('-80.0888889', '41.1577778')",11,-80.0888889,41.1577778
9733,"('-112.0322222', '40.5141667')",1,-112.0322222,40.5141667
9734,"('-92.0233333', '42.1686111')",4,-92.0233333,42.1686111
9735,"('-118.7619444', '34.1791667')",5,-118.7619444,34.1791667
9736,"('-83.032993', '42.670782')",15,-83.032993,42.670782
9737,"('-89.667514', '44.667268')",1,-89.667514,44.667268
9738,"('-84.6330556', '40.1027778')",2,-84.6330556,40.1027778
9739,"('-80.1869444', '25.8897222')",7,-80.1869444,25.8897222
9740,"('-98.2002778', '34.8963889')",2,-98.2002778,34.8963889
9741,"('-94.3569444', '33.9383333')",1,-94.3569444,33.9383333
9742,"('-72.5986111', '42.3708333')",2,-72.5986111,42.3708333
9743,"('-90.7288889', '38.7694444')",1,-90.7288889,38.7694444
9744,"('-122.5686111', '44.1461111')",2,-122.5686111,44.1461111
9745,"('-96.3322222', '32.975')",1,-96.3322222,32.975
9746,"('-79.59768', '40.191452')",1,-79.59768,40.191452
9747,"('-95.9683333', '47.3152778')",1,-95.9683333,47.3152778
9748,"('-105.5905556', '41.3113889')",19,-105.5905556,41.3113889
9749,"('-119.2991667', '34.4')",3,-119.2991667,34.4
9750,"('-112.3325', '33.6305556')",48,-112.3325,33.6305556
9751,"('-74.1441667', '41.0886111')",8,-74.1441667,41.0886111
9752,"('-76.6125', '39.2902778')",82,-76.6125,39.2902778
9753,"('-94.7388889', '34.0291667')",1,-94.7388889,34.0291667
9754,"('-106.306972', '35.88808')",2,-106.306972,35.88808
9755,"('-77.3536111', '40.5375')",1,-77.3536111,40.5375
9756,"('-83.1780556', '41.1144444')",4,-83.1780556,41.1144444
9757,"('-118.0344444', '34.1397222')",13,-118.0344444,34.1397222
9758,"('-75.3858333', '38.69')",2,-75.3858333,38.69
9759,"('-93.2627778', '45.0408333')",3,-93.2627778,45.0408333
9760,"('-74.593889', '39.391111')",4,-74.593889,39.391111
9761,"('-97.7461111', '35.6419444')",1,-97.7461111,35.6419444
9762,"('-79.7841667', '40.5408333')",1,-79.7841667,40.5408333
9763,"('-73.9183333', '41.0905556')",2,-73.9183333,41.0905556
9764,"('-119.9652778', '37.485')",8,-119.9652778,37.485
9765,"('-88.021633', '43.012165')",1,-88.021633,43.012165
9766,"('-90.1111111', '38.8802778')",1,-90.1111111,38.8802778
9767,"('-87.8613889', '38.7169444')",1,-87.8613889,38.7169444
9768,"('-115.9933333', '32.7386111')",1,-115.9933333,32.7386111
9769,"('-73.5636111', '40.6911111')",1,-73.5636111,40.6911111
9770,"('-84.3427778', '33.1022222')",2,-84.3427778,33.1022222
9771,"('-73.773142', '41.049806')",1,-73.773142,41.049806
9772,"('-71.2097222', '42.3369444')",7,-71.2097222,42.3369444
9773,"('-84.325', '39.72')",3,-84.325,39.72
9774,"('-73.133165', '41.184541')",1,-73.133165,41.184541
9775,"('-93.2152778', '36.6211111')",2,-93.2152778,36.6211111
9776,"('-82.6688889', '29.03')",1,-82.6688889,29.03
9777,"('-79.6647222', '36.3547222')",5,-79.6647222,36.3547222
9778,"('-122.274263', '47.159234')",1,-122.274263,47.159234
9779,"('-124.0541667', '46.6666667')",1,-124.0541667,46.6666667
9780,"('-84.7477778', '33.7513889')",11,-84.7477778,33.7513889
9781,"('-96.5386111', '33.015')",4,-96.5386111,33.015
9782,"('-92.9186111', '43.3783333')",1,-92.9186111,43.3783333
9783,"('-83.634367', '39.825338')",2,-83.634367,39.825338
9784,"('-87.1638889', '30.3569444')",13,-87.1638889,30.3569444
9785,"('-71.1027778', '42.125')",3,-71.1027778,42.125
9786,"('-72.2083333', '42.3125')",1,-72.2083333,42.3125
9787,"('-111.3130556', '32.0766667')",1,-111.3130556,32.0766667
9788,"('-78.3588889', '38.9886111')",4,-78.3588889,38.9886111
9789,"('-84.3338889', '35.7327778')",3,-84.3338889,35.7327778
9790,"('-86.315', '32.5386111')",1,-86.315,32.5386111
9791,"('-93.0475', '35.0227778')",1,-93.0475,35.0227778
9792,"('-86.603065', '41.05143')",1,-86.603065,41.05143
9793,"('-80.8230556', '36.7222222')",3,-80.8230556,36.7222222
9794,"('-123.4730556', '40.8091667')",1,-123.4730556,40.8091667
9795,"('-83.3188889', '38.5991667')",2,-83.3188889,38.5991667
9796,"('-75.7', '41.4927778')",1,-75.7,41.4927778
9797,"('-123.9488889', '40.4005556')",1,-123.9488889,40.4005556
9798,"('-93.4108333', '48.6011111')",5,-93.4108333,48.6011111
9799,"('-71.4563889', '41.6602778')",3,-71.4563889,41.6602778
9800,"('-74.1663889', '41.4277778')",3,-74.1663889,41.4277778
9801,"('-89.330046', '30.308808')",1,-89.330046,30.308808
9802,"('-84.5230556', '39.2680556')",1,-84.5230556,39.2680556
9803,"('-76.3905556', '39.3352778')",2,-76.3905556,39.3352778
9804,"('-121.5480556', '44.2911111')",4,-121.5480556,44.2911111
9805,"('-94.4525', '38.8019444')",8,-94.4525,38.8019444
9806,"('-96.5988889', '32.7666667')",18,-96.5988889,32.7666667
9807,"('-87.3397222', '36.1772222')",1,-87.3397222,36.1772222
9808,"('-96.0969444', '42.0266667')",2,-96.0969444,42.0266667
9809,"('-92.0811111', '35.3313889')",1,-92.0811111,35.3313889
9810,"('-103.2047222', '34.4047222')",8,-103.2047222,34.4047222
9811,"('-122.3969444', '48.5619444')",3,-122.3969444,48.5619444
9812,"('-75.0683333', '39.8522222')",1,-75.0683333,39.8522222
9813,"('-85.5263889', '39.7955556')",1,-85.5263889,39.7955556
9814,"('-83.1344444', '42.2733333')",1,-83.1344444,42.2733333
9815,"('-97.755', '32.2344444')",5,-97.755,32.2344444
9816,"('-71.512617', '41.82052')",6,-71.512617,41.82052
9817,"('-86.3755556', '38.9277778')",1,-86.3755556,38.9277778
9818,"('-86.7133333', '36.3230556')",11,-86.7133333,36.3230556
9819,"('-80.1930556', '25.8627778')",1,-80.1930556,25.8627778
9820,"('-90.1547222', '40.3930556')",2,-90.1547222,40.3930556
9821,"('-119.0511111', '46.8397222')",1,-119.0511111,46.8397222
9822,"('-116.0283333', '46.2272222')",5,-116.0283333,46.2272222
9823,"('-88.2886111', '44.3863889')",1,-88.2886111,44.3863889
9824,"('-71.6886111', '43.7569444')",5,-71.6886111,43.7569444
9825,"('-70.9141667', '43.0238889')",4,-70.9141667,43.0238889
9826,"('-105.84', '46.4083333')",3,-105.84,46.4083333
9827,"('-73.2430556', '42.9302778')",1,-73.2430556,42.9302778
9828,"('-123.5272222', '40.8755556')",1,-123.5272222,40.8755556
9829,"('-85.047238', '33.606014')",1,-85.047238,33.606014
9830,"('-122.298638', '40.511718')",1,-122.298638,40.511718
9831,"('-76.0177778', '37.2677778')",1,-76.0177778,37.2677778
9832,"('-81.6602778', '38.6763889')",2,-81.6602778,38.6763889
9833,"('-94.371087', '36.08551')",1,-94.371087,36.08551
9834,"('-73.6630556', '40.7408333')",1,-73.6630556,40.7408333
9835,"('-104.947647', '39.720689')",1,-104.947647,39.720689
9836,"('-82.86', '29.4747222')",2,-82.86,29.4747222
9837,"('-75.4391667', '40.0447222')",1,-75.4391667,40.0447222
9838,"('-83.8886111', '42.3383333')",4,-83.8886111,42.3383333
9839,"('-92.4399', '39.1269')",2,-92.4399,39.1269
9840,"('-117.2383333', '47.6733333')",18,-117.2383333,47.6733333
9841,"('-103.4927778', '31.4227778')",3,-103.4927778,31.4227778
9842,"('-71.239393', '41.847006')",1,-71.239393,41.847006
9843,"('-122.0852778', '37.6941667')",18,-122.0852778,37.6941667
9844,"('-81.9061111', '28.4772222')",1,-81.9061111,28.4772222
9845,"('-76.9077778', '39.0347222')",3,-76.9077778,39.0347222
9846,"('-80.244216', '36.09986')",2,-80.244216,36.09986
9847,"('-85.945784', '32.726197')",1,-85.945784,32.726197
9848,"('-112.603476', '33.379744')",1,-112.603476,33.379744
9849,"('-96.1752778', '43.0797222')",1,-96.1752778,43.0797222
9850,"('-121.4241667', '37.7397222')",22,-121.4241667,37.7397222
9851,"('-80.230602', '26.708398')",1,-80.230602,26.708398
9852,"('-75.2916667', '38.5913889')",4,-75.2916667,38.5913889
9853,"('-97.1686111', '37.2741667')",1,-97.1686111,37.2741667
9854,"('-80.869127', '41.387374')",1,-80.869127,41.387374
9855,"('-97.5858333', '33.2341667')",3,-97.5858333,33.2341667
9856,"('-82.7569444', '28.1458333')",9,-82.7569444,28.1458333
9857,"('-87.76', '38.7058333')",1,-87.76,38.7058333
9858,"('-90.7791667', '43.7419444')",1,-90.7791667,43.7419444
9859,"('-95.3988889', '31.5469444')",1,-95.3988889,31.5469444
9860,"('-81.872308', '26.640628')",1,-81.872308,26.640628
9861,"('-95.3286111', '46.1530556')",1,-95.3286111,46.1530556
9862,"('-74.9833333', '39.8113889')",4,-74.9833333,39.8113889
9863,"('-70.9291667', '42.5277778')",5,-70.9291667,42.5277778
9864,"('-95.3630556', '29.7630556')",293,-95.3630556,29.7630556
9865,"('-121.4005556', '36.8525')",19,-121.4005556,36.8525
9866,"('-121.671235', '48.130106')",1,-121.671235,48.130106
9867,"('-89.0522222', '38.6172222')",1,-89.0522222,38.6172222
9868,"('-116.870886', '36.458004')",1,-116.870886,36.458004
9869,"('-94.9655556', '32.9952778')",3,-94.9655556,32.9952778
9870,"('-89.9686111', '36.6688889')",1,-89.9686111,36.6688889
9871,"('-75.9791667', '39.7852778')",4,-75.9791667,39.7852778
9872,"('-110.7702778', '32.6108333')",1,-110.7702778,32.6108333
9873,"('-92.4280556', '36.6030556')",1,-92.4280556,36.6030556
9874,"('-84.709841', '38.51529')",4,-84.709841,38.51529
9875,"('-88.7994444', '41.6125')",1,-88.7994444,41.6125
9876,"('-89.62', '44.8872222')",2,-89.62,44.8872222
9877,"('-99.254567', '30.070207')",1,-99.254567,30.070207
9878,"('-96.9252778', '36.2286111')",1,-96.9252778,36.2286111
9879,"('-73.2125', '44.4758333')",15,-73.2125,44.4758333
9880,"('-84.9197222', '41.1961111')",1,-84.9197222,41.1961111
9881,"('-122.2361111', '48.5038889')",4,-122.2361111,48.5038889
9882,"('-72.7613889', '44.2508333')",3,-72.7613889,44.2508333
9883,"('-72.7530556', '44.3269444')",1,-72.7530556,44.3269444
9884,"('-71.868335', '41.572546')",1,-71.868335,41.572546
9885,"('-82.9969444', '38.8794444')",2,-82.9969444,38.8794444
9886,"('-98.5488889', '28.4616667')",1,-98.5488889,28.4616667
9887,"('-74.6486111', '42.1486111')",1,-74.6486111,42.1486111
9888,"('-71.6416667', '42.3194444')",3,-71.6416667,42.3194444
9889,"('-89.0886111', '38.8694444')",1,-89.0886111,38.8694444
9890,"('-75.3880556', '39.9166667')",6,-75.3880556,39.9166667
9891,"('-123.1708333', '42.4361111')",8,-123.1708333,42.4361111
9892,"('-122.8388889', '45.3566667')",6,-122.8388889,45.3566667
9893,"('-73.4002778', '40.6813889')",2,-73.4002778,40.6813889
9894,"('-122.051585', '36.964015')",2,-122.051585,36.964015
9895,"('-98.2527778', '40.5041667')",2,-98.2527778,40.5041667
9896,"('-76.7894444', '40.3338889')",1,-76.7894444,40.3338889
9897,"('-88.925266', '30.409416')",1,-88.925266,30.409416
9898,"('-82.425', '42.9708333')",5,-82.425,42.9708333
9899,"('-108.585927', '37.348883')",1,-108.585927,37.348883
9900,"('-81.5641667', '35.9991667')",1,-81.5641667,35.9991667
9901,"('-73.034554', '40.743987')",1,-73.034554,40.743987
9902,"('-85.9055556', '37.6016667')",1,-85.9055556,37.6016667
9903,"('-81.1491667', '41.6141667')",1,-81.1491667,41.6141667
9904,"('-106.9577778', '36.0222222')",1,-106.9577778,36.0222222
9905,"('-81.5191667', '41.0813889')",39,-81.5191667,41.0813889
9906,"('-101.6027778', '35.6397222')",1,-101.6027778,35.6397222
9907,"('-105.1905556', '39.6536111')",5,-105.1905556,39.6536111
9908,"('-82.9069444', '42.4436111')",2,-82.9069444,42.4436111
9909,"('-104.6527778', '37.4027778')",1,-104.6527778,37.4027778
9910,"('-79.9961111', '40.4405556')",109,-79.9961111,40.4405556
9911,"('-93.201891', '45.065521')",1,-93.201891,45.065521
9912,"('-76.0025', '43.51')",1,-76.0025,43.51
9913,"('-96.9975', '32.7458333')",14,-96.9975,32.7458333
9914,"('-87.6816667', '38.7291667')",2,-87.6816667,38.7291667
9915,"('-88.1627778', '44.0288889')",3,-88.1627778,44.0288889
9916,"('-80.0536111', '26.8794444')",1,-80.0536111,26.8794444
9917,"('-82.8855556', '39.9666667')",1,-82.8855556,39.9666667
9918,"('-119.342518', '45.917355')",1,-119.342518,45.917355
9919,"('-83.1794444', '42.1741667')",5,-83.1794444,42.1741667
9920,"('-73.9291667', '42.6538889')",1,-73.9291667,42.6538889
9921,"('-121.420655', '40.49766')",1,-121.420655,40.49766
9922,"('-118.7727778', '36.5641667')",2,-118.7727778,36.5641667
9923,"('-77.8605556', '42.9927778')",1,-77.8605556,42.9927778
9924,"('-155.665857', '19.542915')",1,-155.665857,19.542915
9925,"('-87.668213', '42.007749')",1,-87.668213,42.007749
9926,"('-121.085933', '47.746222')",5,-121.085933,47.746222
9927,"('-73.2613889', '44.3097222')",1,-73.2613889,44.3097222
9928,"('-71.7861111', '41.4233333')",1,-71.7861111,41.4233333
9929,"('-117.2286111', '45.3544444')",1,-117.2286111,45.3544444
9930,"('-85.4883333', '41.1572222')",8,-85.4883333,41.1572222
9931,"('-72.9791667', '41.5022222')",4,-72.9791667,41.5022222
9932,"('-105.2166667', '40.7944444')",1,-105.2166667,40.7944444
9933,"('-83.596111', '32.543889')",1,-83.596111,32.543889
9934,"('-93.6338889', '34.5566667')",2,-93.6338889,34.5566667
9935,"('-117.2702778', '32.9911111')",3,-117.2702778,32.9911111
9936,"('-92.5663889', '38.6275')",3,-92.5663889,38.6275
9937,"('-75.926875', '40.335648')",1,-75.926875,40.335648
9938,"('-92.7158333', '32.2411111')",4,-92.7158333,32.2411111
