,latlon,count,lon,lat
1000,"('-117.02004', '34.776099')",1,-117.02004,34.776099
1001,"('-122.2208333', '47.5708333')",11,-122.2208333,47.5708333
1002,"('-106.4241667', '35.3069444')",2,-106.4241667,35.3069444
1003,"('-87.4483333', '38.1597222')",2,-87.4483333,38.1597222
1004,"('-107.961181', '39.240534')",1,-107.961181,39.240534
1005,"('-80.8569444', '40.9008333')",5,-80.8569444,40.9008333
1006,"('-83.030203', '42.580312')",1,-83.030203,42.580312
1007,"('-96.87871', '33.174147')",1,-96.87871,33.174147
1008,"('-69.8211111', '43.9105556')",4,-69.8211111,43.9105556
1009,"('-119.9608333', '36.0083333')",3,-119.9608333,36.0083333
1010,"('-120.4666667', '34.7083333')",1,-120.4666667,34.7083333
1011,"('-89.7638889', '38.9855556')",1,-89.7638889,38.9855556
1012,"('-84.6155556', '34.0233333')",16,-84.6155556,34.0233333
1013,"('-82.8780556', '42.5972222')",2,-82.8780556,42.5972222
1014,"('-81.8308333', '30.5619444')",3,-81.8308333,30.5619444
1015,"('-74.6833333', '42.9980556')",2,-74.6833333,42.9980556
1016,"('-99.1327778', '41.7816667')",1,-99.1327778,41.7816667
1017,"('-122.095679', '37.688552')",1,-122.095679,37.688552
1018,"('-74.4247222', '40.4958333')",1,-74.4247222,40.4958333
1019,"('-89.7441667', '43.4711111')",8,-89.7441667,43.4711111
1020,"('-83.3086111', '42.0022222')",2,-83.3086111,42.0022222
1021,"('-85.7769444', '39.5213889')",5,-85.7769444,39.5213889
1022,"('-85.9863889', '38.3725')",3,-85.9863889,38.3725
1023,"('-94.57', '36.1091667')",1,-94.57,36.1091667
1024,"('-75.690349', '35.219455')",1,-75.690349,35.219455
1025,"('-97.2688889', '32.7994444')",5,-97.2688889,32.7994444
1026,"('-79.7533333', '34.0577778')",1,-79.7533333,34.0577778
1027,"('-111.6572222', '33.4152778')",1,-111.6572222,33.4152778
1028,"('-92.9916667', '38.4408333')",3,-92.9916667,38.4408333
1029,"('-80.4091667', '37.1297222')",7,-80.4091667,37.1297222
1030,"('-75.6288889', '35.235')",7,-75.6288889,35.235
1031,"('-120.7844444', '45.3602778')",1,-120.7844444,45.3602778
1032,"('-78.642792', '33.827395')",7,-78.642792,33.827395
1033,"('-76.9458333', '38.9558333')",4,-76.9458333,38.9558333
1034,"('-95.7133333', '30.1452778')",1,-95.7133333,30.1452778
1035,"('-83.8305556', '42.9572222')",5,-83.8305556,42.9572222
1036,"('-122.672205', '45.551515')",1,-122.672205,45.551515
1037,"('-89.0316667', '44.4519444')",1,-89.0316667,44.4519444
1038,"('-73.5686111', '41.6469444')",4,-73.5686111,41.6469444
1039,"('-84.77', '34.7658333')",5,-84.77,34.7658333
1040,"('-122.8261111', '47.4508333')",5,-122.8261111,47.4508333
1041,"('-110.3836111', '41.3166667')",1,-110.3836111,41.3166667
1042,"('-88.8908333', '30.4261111')",1,-88.8908333,30.4261111
1043,"('-96.3922222', '33.5127778')",1,-96.3922222,33.5127778
1044,"('-70.1791667', '42.0583333')",9,-70.1791667,42.0583333
1045,"('-73.0361111', '40.8663889')",7,-73.0361111,40.8663889
1046,"('-89.5180556', '37.3058333')",12,-89.5180556,37.3058333
1047,"('-121.479734', '47.765557')",1,-121.479734,47.765557
1048,"('-83.9661111', '33.2944444')",2,-83.9661111,33.2944444
1049,"('-81.251883', '29.408607')",2,-81.251883,29.408607
1050,"('-98.5333333', '38.525')",1,-98.5333333,38.525
1051,"('-122.1994444', '47.6105556')",74,-122.1994444,47.6105556
1052,"('-118.8811111', '34.2855556')",6,-118.8811111,34.2855556
1053,"('-91.6358333', '43.5611111')",2,-91.6358333,43.5611111
1054,"('-114.3119444', '48.1958333')",24,-114.3119444,48.1958333
1055,"('-114.2288889', '47.015')",1,-114.2288889,47.015
1056,"('-104.6080556', '38.9330556')",6,-104.6080556,38.9330556
1057,"('-119.5261111', '36.6116667')",1,-119.5261111,36.6116667
1058,"('-119.1761111', '34.1975')",34,-119.1761111,34.1975
1059,"('-86.4541667', '42.1166667')",1,-86.4541667,42.1166667
1060,"('-82.499519', '27.863302')",1,-82.499519,27.863302
1061,"('-117.2291667', '38.0672222')",4,-117.2291667,38.0672222
1062,"('-89.7061111', '43.8869444')",1,-89.7061111,43.8869444
1063,"('-117.655556', '47.615')",1,-117.655556,47.615
1064,"('-71.7602778', '42.525')",6,-71.7602778,42.525
1065,"('-91.4813889', '42.3513889')",1,-91.4813889,42.3513889
1066,"('-80.0366667', '26.7052778')",62,-80.0366667,26.7052778
1067,"('-157.858333', '21.306944')",1,-157.858333,21.306944
1068,"('-95.3513889', '39.6383333')",1,-95.3513889,39.6383333
1069,"('-73.1572222', '40.8788889')",4,-73.1572222,40.8788889
1070,"('-83.257233', '42.126116')",6,-83.257233,42.126116
1071,"('-117.748104', '33.694875')",1,-117.748104,33.694875
1072,"('-71.4402778', '42.7647222')",7,-71.4402778,42.7647222
1073,"('-97.3413889', '30.9808333')",1,-97.3413889,30.9808333
1074,"('-122.0375', '47.4066667')",18,-122.0375,47.4066667
1075,"('-74.7997222', '39.0005556')",5,-74.7997222,39.0005556
1076,"('-122.405', '45.8661111')",4,-122.405,45.8661111
1077,"('-85.660879', '43.438912')",1,-85.660879,43.438912
1078,"('-105.5438889', '36.4386111')",1,-105.5438889,36.4386111
1079,"('-118.3780556', '34.1722222')",28,-118.3780556,34.1722222
1080,"('-73.17096', '44.466994')",2,-73.17096,44.466994
1081,"('-83.045', '42.9205556')",4,-83.045,42.9205556
1082,"('-72.779542', '41.66121')",1,-72.779542,41.66121
1083,"('-89.2944444', '39.5488889')",5,-89.2944444,39.5488889
1084,"('-56.992517', '5.942987')",1,-56.992517,5.942987
1085,"('-86.28', '43.9547222')",1,-86.28,43.9547222
1086,"('-79.8433333', '40.4383333')",1,-79.8433333,40.4383333
1087,"('-115.5294444', '32.9786111')",6,-115.5294444,32.9786111
1088,"('-82.3305556', '28.8355556')",7,-82.3305556,28.8355556
1089,"('-81.227436', '28.668107')",2,-81.227436,28.668107
1090,"('-98.2697222', '36.5461111')",1,-98.2697222,36.5461111
1091,"('-71.950838', '44.372973')",1,-71.950838,44.372973
1092,"('-76.472455', '40.79342')",1,-76.472455,40.79342
1093,"('-77.0013889', '41.2411111')",19,-77.0013889,41.2411111
1094,"('-86.7336111', '34.8980556')",3,-86.7336111,34.8980556
1095,"('-97.4088889', '31.4438889')",2,-97.4088889,31.4438889
1096,"('-86.3097222', '41.3436111')",7,-86.3097222,41.3436111
1097,"('-77.2833333', '43.2208333')",5,-77.2833333,43.2208333
1098,"('-75.5780556', '38.9236111')",2,-75.5780556,38.9236111
1099,"('-78.7569444', '39.3419444')",4,-78.7569444,39.3419444
1100,"('-76.9008333', '40.2263889')",1,-76.9008333,40.2263889
1101,"('-88.8938889', '46.4855556')",2,-88.8938889,46.4855556
1102,"('-73.3111111', '41.6313889')",2,-73.3111111,41.6313889
1103,"('-104.845462', '38.863138')",1,-104.845462,38.863138
1104,"('-80.9958333', '29.1380556')",8,-80.9958333,29.1380556
1105,"('-122.255953', '47.273617')",1,-122.255953,47.273617
1106,"('-72.6791667', '42.0680556')",1,-72.6791667,42.0680556
1107,"('-79.3855556', '41.2147222')",5,-79.3855556,41.2147222
1108,"('-102.339691', '43.85538')",1,-102.339691,43.85538
1109,"('-111.325135', '34.230868')",1,-111.325135,34.230868
1110,"('-123.1380556', '47.4061111')",2,-123.1380556,47.4061111
1111,"('-71.416167', '41.700101')",1,-71.416167,41.700101
1112,"('-97.910265', '30.420514')",1,-97.910265,30.420514
1113,"('-97.5955556', '40.5269444')",1,-97.5955556,40.5269444
1114,"('-68.3647222', '44.8333333')",1,-68.3647222,44.8333333
1115,"('-94.3761', '36.8366')",1,-94.3761,36.8366
1116,"('-97.0033333', '28.805')",4,-97.0033333,28.805
1117,"('-91.4008333', '38.3872222')",1,-91.4008333,38.3872222
1118,"('-80.1858333', '40.3980556')",2,-80.1858333,40.3980556
1119,"('-103.7647222', '44.3522222')",1,-103.7647222,44.3522222
1120,"('-91.0116667', '45.8197222')",2,-91.0116667,45.8197222
1121,"('-108.0527778', '38.0166667')",1,-108.0527778,38.0166667
1122,"('-74.2125', '41.9733333')",2,-74.2125,41.9733333
1123,"('-76.4777778', '43.3980556')",1,-76.4777778,43.3980556
1124,"('-96.96103', '33.221964')",1,-96.96103,33.221964
1125,"('-87.115', '36.1019444')",1,-87.115,36.1019444
1126,"('-79.580604', '38.412343')",1,-79.580604,38.412343
1127,"('-135.7369444', '58.4133333')",1,-135.7369444,58.4133333
1128,"('-83.3547222', '32.3866667')",1,-83.3547222,32.3866667
1129,"('-75.75', '39.6836111')",23,-75.75,39.6836111
1130,"('-111.8405556', '33.3061111')",77,-111.8405556,33.3061111
1131,"('-82.770826', '27.821329')",1,-82.770826,27.821329
1132,"('-84.436893', '41.665884')",1,-84.436893,41.665884
1133,"('-89.26', '31.3463889')",3,-89.26,31.3463889
1134,"('-75.3430556', '44.4988889')",2,-75.3430556,44.4988889
1135,"('-87.2169444', '30.4211111')",56,-87.2169444,30.4211111
1136,"('-88.2941667', '42.1655556')",7,-88.2941667,42.1655556
1137,"('-92.5991667', '42.3236111')",2,-92.5991667,42.3236111
1138,"('-122.6691667', '45.8625')",3,-122.6691667,45.8625
1139,"('-112.1094444', '41.5511111')",1,-112.1094444,41.5511111
1140,"('-84.5588889', '38.2097222')",6,-84.5588889,38.2097222
1141,"('-119.557808', '46.806804')",1,-119.557808,46.806804
1142,"('-76.1786111', '36.5244444')",1,-76.1786111,36.5244444
1143,"('-120.7225', '37.3869444')",1,-120.7225,37.3869444
1144,"('-89.9247222', '41.2455556')",2,-89.9247222,41.2455556
1145,"('-72.20585', '42.954984')",1,-72.20585,42.954984
1146,"('-83.5961111', '32.5436111')",1,-83.5961111,32.5436111
1147,"('-73.6452778', '40.8488889')",1,-73.6452778,40.8488889
1148,"('-90.9111111', '44.4372222')",2,-90.9111111,44.4372222
1149,"('-89.0891667', '36.9647222')",1,-89.0891667,36.9647222
1150,"('-76.4113889', '39.5144444')",1,-76.4113889,39.5144444
1151,"('-88.426757', '37.704344')",1,-88.426757,37.704344
1152,"('-84.27', '33.5919444')",2,-84.27,33.5919444
1153,"('-122.6138889', '38.7525')",3,-122.6138889,38.7525
1154,"('-102.324902', '33.917315')",1,-102.324902,33.917315
1155,"('-81.5275', '41.4169444')",1,-81.5275,41.4169444
1156,"('-72.45', '41.8666667')",1,-72.45,41.8666667
1157,"('-120.1522222', '44.5666667')",1,-120.1522222,44.5666667
1158,"('-73.1580556', '40.7211111')",2,-73.1580556,40.7211111
1159,"('-77.3108333', '39.99')",1,-77.3108333,39.99
1160,"('-72.3566667', '43.5341667')",1,-72.3566667,43.5341667
1161,"('-118.1505556', '33.9652778')",1,-118.1505556,33.9652778
1162,"('-90.6680556', '43.5061111')",1,-90.6680556,43.5061111
1163,"('-74.3197222', '39.6669444')",1,-74.3197222,39.6669444
1164,"('-117.289765', '34.108345')",7,-117.289765,34.108345
1165,"('-80.5616667', '35.8938889')",3,-80.5616667,35.8938889
1166,"('-80.2686111', '25.7211111')",7,-80.2686111,25.7211111
1167,"('-82.1311111', '29.8641667')",2,-82.1311111,29.8641667
1168,"('-88.2425', '44.6722222')",2,-88.2425,44.6722222
1169,"('-117.2077778', '34.1283333')",7,-117.2077778,34.1283333
1170,"('-95.1608333', '30.2327778')",3,-95.1608333,30.2327778
1171,"('-88.8372222', '43.4577778')",7,-88.8372222,43.4577778
1172,"('-124.313501', '42.803455')",1,-124.313501,42.803455
1173,"('-90.2102778', '38.5161111')",5,-90.2102778,38.5161111
1174,"('-85.076611', '33.58011')",2,-85.076611,33.58011
1175,"('-88.3086111', '41.9141667')",16,-88.3086111,41.9141667
1176,"('-86.4033333', '40.8663889')",1,-86.4033333,40.8663889
1177,"('-115.117741', '36.223442')",1,-115.117741,36.223442
1178,"('-84.8966667', '38.0372222')",2,-84.8966667,38.0372222
1179,"('-86.1336111', '40.4863889')",33,-86.1336111,40.4863889
1180,"('-108.0522222', '39.4519444')",1,-108.0522222,39.4519444
1181,"('-89.9838889', '38.52')",11,-89.9838889,38.52
1182,"('-72.3291667', '42.1583333')",2,-72.3291667,42.1583333
1183,"('-74.2191667', '42.2136111')",4,-74.2191667,42.2136111
1184,"('-76.3011111', '43.2311111')",3,-76.3011111,43.2311111
1185,"('-74.431052', '40.680873')",2,-74.431052,40.680873
1186,"('-97.9222222', '30.6647222')",5,-97.9222222,30.6647222
1187,"('-122.34', '44.1547222')",1,-122.34,44.1547222
1188,"('-81.9236111', '41.4155556')",1,-81.9236111,41.4155556
1189,"('-122.3402778', '47.7558333')",18,-122.3402778,47.7558333
1190,"('-89.5361111', '32.7325')",2,-89.5361111,32.7325
1191,"('-91.2272222', '44.5722222')",2,-91.2272222,44.5722222
1192,"('-87.0397222', '30.6322222')",9,-87.0397222,30.6322222
1193,"('-99.8958333', '32.7563889')",2,-99.8958333,32.7563889
1194,"('-101.8875', '41.0941667')",1,-101.8875,41.0941667
1195,"('-73.2108333', '40.7297222')",9,-73.2108333,40.7297222
1196,"('-95.9177778', '41.2905556')",3,-95.9177778,41.2905556
1197,"('-96.6469444', '39.8411111')",2,-96.6469444,39.8411111
1198,"('-111.720278', '33.307222')",1,-111.720278,33.307222
1199,"('-88.266753', '42.333355')",1,-88.266753,42.333355
1200,"('-114.8316667', '35.9786111')",4,-114.8316667,35.9786111
1201,"('-77.3280556', '37.5458333')",3,-77.3280556,37.5458333
1202,"('-74.8430556', '39.6019444')",2,-74.8430556,39.6019444
1203,"('-81.115447', '32.003889')",1,-81.115447,32.003889
1204,"('-85.8697222', '42.9744444')",1,-85.8697222,42.9744444
1205,"('-122.3522222', '45.5827778')",12,-122.3522222,45.5827778
1206,"('-76.0052778', '41.2052778')",2,-76.0052778,41.2052778
1207,"('-80.1758333', '33.0183333')",22,-80.1758333,33.0183333
1208,"('-79.0088889', '33.5927778')",9,-79.0088889,33.5927778
1209,"('-96.9941667', '32.4822222')",2,-96.9941667,32.4822222
1210,"('-73.9130556', '41.9266667')",4,-73.9130556,41.9266667
1211,"('-74.717969', '41.353028')",1,-74.717969,41.353028
1212,"('-121.7558333', '36.9102778')",9,-121.7558333,36.9102778
1213,"('-70.7633333', '41.7')",3,-70.7633333,41.7
1214,"('-80.4075', '41.965')",6,-80.4075,41.965
1215,"('-123.3405556', '43.2166667')",21,-123.3405556,43.2166667
1216,"('-85.6205556', '44.7630556')",23,-85.6205556,44.7630556
1217,"('-78.28', '41.8108333')",3,-78.28,41.8108333
1218,"('-78.833079', '33.941838')",1,-78.833079,33.941838
1219,"('-79.978485', '42.177932')",1,-79.978485,42.177932
1220,"('-86.2675', '43.2561111')",1,-86.2675,43.2561111
1221,"('-76.7583333', '37.9586111')",1,-76.7583333,37.9586111
1222,"('-82.0758333', '33.5172222')",8,-82.0758333,33.5172222
1223,"('-78.8225', '41.0502778')",1,-78.8225,41.0502778
1224,"('-94.7952778', '30.0577778')",1,-94.7952778,30.0577778
1225,"('-74.9577778', '40.0322222')",4,-74.9577778,40.0322222
1226,"('-78.6986111', '37.7922222')",1,-78.6986111,37.7922222
1227,"('-74.9102778', '40.6366667')",5,-74.9102778,40.6366667
1228,"('-96.0055556', '43.1911111')",1,-96.0055556,43.1911111
1229,"('-81.9894444', '38.2386111')",1,-81.9894444,38.2386111
1230,"('-90.6475', '44.1930556')",1,-90.6475,44.1930556
1231,"('-81.331219', '40.963669')",1,-81.331219,40.963669
1232,"('-70.6097222', '43.9716667')",4,-70.6097222,43.9716667
1233,"('-79.0416667', '33.5508333')",16,-79.0416667,33.5508333
1234,"('-94.2480556', '32.9430556')",1,-94.2480556,32.9430556
1235,"('-74.1888889', '41.5611111')",4,-74.1888889,41.5611111
1236,"('-118.1261111', '34.0952778')",11,-118.1261111,34.0952778
1237,"('-83.2647222', '42.8247222')",5,-83.2647222,42.8247222
1238,"('-111.8747222', '33.2111111')",1,-111.8747222,33.2111111
1239,"('-86.8647222', '39.6444444')",3,-86.8647222,39.6444444
1240,"('-75.809924', '37.191531')",1,-75.809924,37.191531
1241,"('-73.7016667', '42.73')",1,-73.7016667,42.73
1242,"('-93.5983333', '46.9933333')",1,-93.5983333,46.9933333
1243,"('-70.0333333', '41.9375')",4,-70.0333333,41.9375
1244,"('-81.0908333', '35.9036111')",2,-81.0908333,35.9036111
1245,"('-99.1655556', '32.5475')",1,-99.1655556,32.5475
1246,"('-96.81', '46.6694444')",1,-96.81,46.6694444
1247,"('-105.0255556', '42.5027778')",1,-105.0255556,42.5027778
1248,"('-123.1119444', '39.3222222')",2,-123.1119444,39.3222222
1249,"('-104.721973', '40.376177')",10,-104.721973,40.376177
1250,"('-111.669205', '35.185463')",1,-111.669205,35.185463
1251,"('-158.015281', '21.451331')",4,-158.015281,21.451331
1252,"('-77.6969444', '42.3944444')",2,-77.6969444,42.3944444
1253,"('-122.783297', '46.295656')",2,-122.783297,46.295656
1254,"('-85.8605556', '34.2638889')",2,-85.8605556,34.2638889
1255,"('-79.59', '40.6325')",1,-79.59,40.6325
1256,"('-89.3366667', '37.6280556')",1,-89.3366667,37.6280556
1257,"('-81.2386111', '33.9319444')",1,-81.2386111,33.9319444
1258,"('-80.9961111', '39.5641667')",1,-80.9961111,39.5641667
1259,"('-121.6944444', '43.4625')",1,-121.6944444,43.4625
1260,"('-85.2222222', '39.3')",5,-85.2222222,39.3
1261,"('-118.270204', '34.086941')",4,-118.270204,34.086941
1262,"('-94.3672222', '32.5447222')",4,-94.3672222,32.5447222
1263,"('-77.0247222', '43.2047222')",1,-77.0247222,43.2047222
1264,"('-86.2947222', '34.3580556')",5,-86.2947222,34.3580556
1265,"('-86.9716667', '34.8027778')",9,-86.9716667,34.8027778
1266,"('-84.2172222', '33.8544444')",5,-84.2172222,33.8544444
1267,"('-95.30718', '35.76411')",1,-95.30718,35.76411
1268,"('-75.2227778', '40.0380556')",1,-75.2227778,40.0380556
1269,"('-105.0891667', '39.9936111')",12,-105.0891667,39.9936111
1270,"('-83.7941667', '43.2508333')",4,-83.7941667,43.2508333
1271,"('-98.0333333', '31.9827778')",2,-98.0333333,31.9827778
1272,"('-81.7833333', '32.4486111')",5,-81.7833333,32.4486111
1273,"('-117.395', '34.0702778')",6,-117.395,34.0702778
1274,"('-77.0230556', '37.7261111')",1,-77.0230556,37.7261111
1275,"('-88.203961', '41.884751')",1,-88.203961,41.884751
1276,"('-109.5511111', '37.2844444')",1,-109.5511111,37.2844444
1277,"('-89.725', '35.4838889')",1,-89.725,35.4838889
1278,"('-74.1866667', '40.9355556')",2,-74.1866667,40.9355556
1279,"('-74.8463889', '40.2455556')",7,-74.8463889,40.2455556
1280,"('-92.4591667', '46.7216667')",4,-92.4591667,46.7216667
1281,"('-95.0430556', '45.1219444')",2,-95.0430556,45.1219444
1282,"('-95.930442', '40.91711')",1,-95.930442,40.91711
1283,"('-95.9094444', '46.9825')",1,-95.9094444,46.9825
1284,"('-118.0958333', '33.9830556')",15,-118.0958333,33.9830556
1285,"('-94.8897222', '29.6619444')",1,-94.8897222,29.6619444
1286,"('-119.955', '39.0022222')",1,-119.955,39.0022222
1287,"('-71.70229', '41.955654')",1,-71.70229,41.955654
1288,"('-73.1413889', '40.9255556')",6,-73.1413889,40.9255556
1289,"('-88.2522222', '42.9036111')",1,-88.2522222,42.9036111
1290,"('-98.0455556', '32.5183333')",1,-98.0455556,32.5183333
1291,"('-122.0741667', '37.9836111')",3,-122.0741667,37.9836111
1292,"('-79.0811111', '39.7527778')",1,-79.0811111,39.7527778
1293,"('-94.8658333', '34.8986111')",1,-94.8658333,34.8986111
1294,"('-84.1547222', '36.2177778')",1,-84.1547222,36.2177778
1295,"('-122.8994444', '47.0380556')",66,-122.8994444,47.0380556
1296,"('-93.6197222', '42.0347222')",19,-93.6197222,42.0347222
1297,"('-81.8611111', '35.1483333')",2,-81.8611111,35.1483333
1298,"('-80.2241667', '26.0027778')",19,-80.2241667,26.0027778
1299,"('-89.7708333', '43.6275')",11,-89.7708333,43.6275
1300,"('-92.0327778', '44.3838889')",1,-92.0327778,44.3838889
1301,"('-88.4211111', '41.3572222')",11,-88.4211111,41.3572222
1302,"('-72.4930556', '42.5819444')",1,-72.4930556,42.5819444
1303,"('-77.605822', '42.270349')",1,-77.605822,42.270349
1304,"('-97.4602778', '32.6730556')",6,-97.4602778,32.6730556
1305,"('-85.3755556', '42.4413889')",1,-85.3755556,42.4413889
1306,"('-75.4527778', '42.1547222')",1,-75.4527778,42.1547222
1307,"('-73.0097222', '43.2397222')",1,-73.0097222,43.2397222
1308,"('-122.9152778', '42.3761111')",1,-122.9152778,42.3761111
1309,"('-80.4744444', '35.6708333')",15,-80.4744444,35.6708333
1310,"('-112.9413889', '46.1286111')",2,-112.9413889,46.1286111
1311,"('-117.8252778', '33.7458333')",13,-117.8252778,33.7458333
1312,"('-119.1994444', '48.9811111')",2,-119.1994444,48.9811111
1313,"('-105.699733', '37.996388')",1,-105.699733,37.996388
1314,"('-78.426672', '33.894339')",5,-78.426672,33.894339
1315,"('-123.1152778', '38.9730556')",1,-123.1152778,38.9730556
1316,"('-71.5525', '41.8711111')",2,-71.5525,41.8711111
1317,"('-93.2980556', '44.8408333')",14,-93.2980556,44.8408333
1318,"('-71.0902778', '41.9')",11,-71.0902778,41.9
1319,"('-80.28', '32.56')",1,-80.28,32.56
1320,"('-116.041389', '38.580711')",1,-116.041389,38.580711
1321,"('-112.1130556', '34.7488889')",2,-112.1130556,34.7488889
1322,"('-98.7280556', '44.8969444')",1,-98.7280556,44.8969444
1323,"('-80.2086111', '40.5630556')",1,-80.2086111,40.5630556
1324,"('-76.9791667', '37.5175')",3,-76.9791667,37.5175
1325,"('-98.2280556', '30.7580556')",2,-98.2280556,30.7580556
1326,"('-73.0788889', '40.8122222')",4,-73.0788889,40.8122222
1327,"('-87.821765', '41.426286')",1,-87.821765,41.426286
1328,"('-82.5155556', '40.7583333')",20,-82.5155556,40.7583333
1329,"('-73.8955556', '42.9097222')",2,-73.8955556,42.9097222
1330,"('-82.8416667', '41.2736111')",5,-82.8416667,41.2736111
1331,"('-97.3347222', '35.0872222')",1,-97.3347222,35.0872222
1332,"('-71.2138889', '41.6258333')",2,-71.2138889,41.6258333
1333,"('-72.4508333', '44.1580556')",3,-72.4508333,44.1580556
1334,"('-97.0852778', '36.7069444')",10,-97.0852778,36.7069444
1335,"('-80.6391667', '37.3194444')",1,-80.6391667,37.3194444
1336,"('-77.137011', '40.249252')",1,-77.137011,40.249252
1337,"('-71.3133333', '41.49')",10,-71.3133333,41.49
1338,"('-80.0405556', '39.1522222')",1,-80.0405556,39.1522222
1339,"('-112.5763889', '39.3522222')",2,-112.5763889,39.3522222
1340,"('-71.0397222', '42.375')",3,-71.0397222,42.375
1341,"('-88.4880556', '33.9841667')",3,-88.4880556,33.9841667
1342,"('-80.832243', '34.055074')",2,-80.832243,34.055074
1343,"('-72.4702778', '41.9038889')",4,-72.4702778,41.9038889
1344,"('-74.6594444', '40.3486111')",2,-74.6594444,40.3486111
1345,"('-77.3530556', '35.0669444')",1,-77.3530556,35.0669444
1346,"('-77.8530556', '42.9730556')",3,-77.8530556,42.9730556
1347,"('-95.3377778', '41.4766667')",2,-95.3377778,41.4766667
1348,"('-89.8072222', '38.6038889')",5,-89.8072222,38.6038889
1349,"('-84.2505556', '42.3905556')",1,-84.2505556,42.3905556
1350,"('-80.0025', '35.2147222')",3,-80.0025,35.2147222
1351,"('-73.638659', '41.406651')",2,-73.638659,41.406651
1352,"('-101.5969444', '33.8694444')",1,-101.5969444,33.8694444
1353,"('-79.6175', '37.1811111')",2,-79.6175,37.1811111
1354,"('-94.5619444', '39.13')",2,-94.5619444,39.13
1355,"('-112.0316667', '41.465')",1,-112.0316667,41.465
1356,"('-84.1805556', '42.4511111')",1,-84.1805556,42.4511111
1357,"('-92.431923', '34.831211')",1,-92.431923,34.831211
1358,"('-95.7852778', '42.475')",1,-95.7852778,42.475
1359,"('-68.8575', '44.4894444')",2,-68.8575,44.4894444
1360,"('-76.0244444', '43.8091667')",1,-76.0244444,43.8091667
1361,"('-88.9280556', '32.3255556')",1,-88.9280556,32.3255556
1362,"('-88.6297222', '40.8808333')",3,-88.6297222,40.8808333
1363,"('-111.3147222', '32.4377778')",1,-111.3147222,32.4377778
1364,"('-92.0163889', '34.9744444')",5,-92.0163889,34.9744444
1365,"('-75.7138889', '40.7844444')",1,-75.7138889,40.7844444
1366,"('-82.403252', '34.870966')",1,-82.403252,34.870966
1367,"('-86.3902778', '35.8455556')",39,-86.3902778,35.8455556
1368,"('-121.9736111', '37.2266667')",8,-121.9736111,37.2266667
1369,"('-73.1216667', '41.8005556')",12,-73.1216667,41.8005556
1370,"('-71.3972222', '42.1416667')",1,-71.3972222,42.1416667
1371,"('-81.763952', '38.379648')",1,-81.763952,38.379648
1372,"('-85.976667', '41.681994')",1,-85.976667,41.681994
1373,"('-74.163755', '40.858433')",9,-74.163755,40.858433
1374,"('-88.6077778', '39.5994444')",4,-88.6077778,39.5994444
1375,"('-90.4405556', '31.5788889')",2,-90.4405556,31.5788889
1376,"('-74.2180556', '41.4838889')",6,-74.2180556,41.4838889
1377,"('-80.5605556', '28.0680556')",9,-80.5605556,28.0680556
1378,"('-91.5577778', '40.9636111')",2,-91.5577778,40.9636111
1379,"('-97.2122222', '35.2325')",2,-97.2122222,35.2325
1380,"('-80.0327778', '32.9808333')",10,-80.0327778,32.9808333
1381,"('-80.5658333', '28.0033333')",1,-80.5658333,28.0033333
1382,"('-84.1247222', '39.8438889')",7,-84.1247222,39.8438889
1383,"('-82.8269444', '37.1183333')",5,-82.8269444,37.1183333
1384,"('-86.6477778', '46.4111111')",5,-86.6477778,46.4111111
1385,"('-120.95', '40.1397222')",1,-120.95,40.1397222
1386,"('-82.7344444', '35.2333333')",3,-82.7344444,35.2333333
1387,"('-76.0113889', '40.3272222')",3,-76.0113889,40.3272222
1388,"('-74.7122222', '40.1461111')",3,-74.7122222,40.1461111
1389,"('-113.7630556', '42.5586111')",2,-113.7630556,42.5586111
1390,"('-122.9072222', '46.1469444')",19,-122.9072222,46.1469444
1391,"('-81.1230556', '37.7430556')",2,-81.1230556,37.7430556
1392,"('-94.91', '47.68')",1,-94.91,47.68
1393,"('-76.895155', '39.990065')",1,-76.895155,39.990065
1394,"('-103.2222222', '38.0666667')",2,-103.2222222,38.0666667
1395,"('-122.553569', '47.120746')",1,-122.553569,47.120746
1396,"('-156.5047222', '20.8911111')",5,-156.5047222,20.8911111
1397,"('-88.499266', '43.111673')",1,-88.499266,43.111673
1398,"('-77.099394', '34.674329')",1,-77.099394,34.674329
1399,"('-97.1713889', '39.8444444')",1,-97.1713889,39.8444444
1400,"('-71.4580556', '43.1466667')",1,-71.4580556,43.1466667
1401,"('-71.475', '42.0866667')",7,-71.475,42.0866667
1402,"('-84.4375', '33.0911111')",1,-84.4375,33.0911111
1403,"('-76.8594444', '37.9252778')",1,-76.8594444,37.9252778
1404,"('-86.0102778', '44.3733333')",1,-86.0102778,44.3733333
1405,"('-81.9608333', '38.7505556')",1,-81.9608333,38.7505556
1406,"('-85.7955556', '44.8477778')",1,-85.7955556,44.8477778
1407,"('-97.2219444', '34.74')",2,-97.2219444,34.74
1408,"('-92.7655556', '44.9144444')",1,-92.7655556,44.9144444
1409,"('-121.2427778', '36.3208333')",1,-121.2427778,36.3208333
1410,"('-75.7725', '38.6941667')",3,-75.7725,38.6941667
1411,"('-119.0158333', '36.0652778')",17,-119.0158333,36.0652778
1412,"('-76.9463889', '35.9983333')",2,-76.9463889,35.9983333
1413,"('-98.2602778', '35.1883333')",1,-98.2602778,35.1883333
